Response ID,Contact ID,Text Block,1. Would you describe your current diet as healthy and balanced?,2. What is your ethnic group?,"3. How many hours do you spend on university-related work, separate from your Course Timetable, per week during exams?",How would you rate your family class? (Family earnings per year),5. How would you define your quality of life? (as defined by the World Health Organization),Text Block.1,6. How would you define your alcohol consumption?,7. Would you consider yourself an introvert or extrovert person? (Definitions from Oxford Languages),"8. In general, do you feel you experience stress while in the University? (tick all that apply)",9. Would you say that you are normally well hydrated?,10. How often do you exercise per week?,11. Do you have any known disabilities?,12. How many hours per week do you work?,13. What is your main financial support for your studies?,14. Are you in any form of employment?,15. Do you normally encounter financial issues paying your fees?,16. What Country are you from?,17. What is your year of birth?,18. What is your course of study?,Do you feel stressed before exams? (multiple choice),20. How often in the last week or two did you feel afraid that something awful might happen?,Do you prefer your timetable to be spread or compact so that you have less stress at university? (e.g. 1-2 busy days or 3-4 days with less lectures),22. What are the reasons for your timetable preference?,"23. Do you feel your timetabling structure has any impact on your study, life and health?","24. How many hours do you spend using technology devices per day (mobile, desktop, laptops, etc)?","25. How many hours do you spend using social media per day (Instagram, Tiktok, Twitter, etc)?",Text Block.2,26. What year of study are you in?,27. How important is having 'good mental health' to you?,28. Do you consider physical activity to be helpful to your mental health?,29. Do you enjoy activities centred around mindfulness?,30. Would you be interested in attending events themed around mental health?,"31. Do you enjoy non-competitive physical activity, such as walking, running, climbing, football with friends, etc?",32. Do you think mindfulness is a helpful tool for maintaining or improving your health?,33. Do you feel a sense of 'belonging' at Solent?,34. Improving/maintaining my mental health during my studies is:,35. Would you be interested in attending any of the following (tick all that apply_,Text Block.3,Confidentiality,Text Block.4,Labels,Response ID.1,Device,Captured By,Assigned User,Event Captured At,Event CRM Value,UTM Campaign,UTM Medium,UTM Source,UTM Content,UTM Term,Response Notes,Captured At,IP Address,Country Code,Country,Region Code,Region,City,Latitude,Longitude,User Type,Organisation,Internet Service Provider,Are you a home student or an international student?,"What are the approximate costs for your studies? (tuition fee per year of study, in pound £)"
113883,,,I think my diet is somewhat inbetween,Mixed/multiple ethnic groups,Hours per week: I don't have exams,Lower class,Medium quality of life,,I don't drink alcohol,Somewhat in between,No,Yes,Days per week: 5,No,Hours per week: 2,Student loan,"Yes, I am part-time employed",No,United Kingdom,2003,BSc (Hons) Football Studies,I don't have exams,Rarely,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"No, it has no impact on my studies, life or health",Hours per week: 7,Hours per day: 3,,"Level 4 (first year, undergraduate)",It's somewhat important,It helps a little,Occasionally I've enjoyed them,"I'd be interested, but it would depend on what it was",I don't know how to answer this question,Sometimes it can be,A little,I don't know how to answer this question,"Visits to local community activities (mindful pottery making and painting/talks on mental health, etc), Film nights (relevant films)",,,,,113883,,,,,,,,,,,,20/10/2022 11:28,109.175.143.73,GB,United Kingdom,STH,Southampton,Southampton,50.9,-1.4,residential,Cablecom Networking,Cablecom Networking,Home student,9250
113890,,,I think my diet is somewhat inbetween,White,Hours per week: 2,Middle class,High quality of life,,My alcohol consumption is moderate,Somewhat in between,"Yes (due to employment-related issues), Yes (due to other circumstances, such as health, family issues, etc)",Yes,Days per week: 6,No,Hours per week: 22,Student loan,"Yes, I am part-time employed",No,United Kingdom,2000,BSc (Hons) Football Studies,"Yes (due to employment-related issues), Yes (due to other circumstances such as health, family issues, etc), Yes (due to university work)",Occasionally,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"Yes, on my life, health and studies",Hours per week: 10,Hours per day: 5,,"Level 6 (third year, undergraduate)",It's very important,Very much so,I enjoy them a lot,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,Sometimes it can be,,I have no control over my mental health,Guest speakers coming in and talking about their mental health journeys,,,,,113890,,,,,,,,,,,,20/10/2022 11:37,81.100.241.141,GB,United Kingdom,STH,Southampton,Southampton,50.9158,-1.3601,residential,Virgin Media,Virgin Media,Home student,9250
113897,,,I think my diet is somewhat inbetween,White,Hours per week: 3,Middle class,Medium quality of life,,My alcohol consumption is moderate,Extrovert (a lively and confident person who enjoys being with other people),Yes (due to university work),Yes,Days per week: 2,No,Hours per week: 1,Student loan,I am unemployed,No,Poland,2004,BA (Hons) Football Studies,Yes (due to university work),Very rarely,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"Yes, on my life, health and studies",Hours per week: 7,Hours per day: 6,,"Level 4 (first year, undergraduate)",It's very important,Very much so,Occasionally I've enjoyed them,I don't have any feelings on it,I really enjoy them,"Yes, absolutely",Very much,Entirely up to me,,,,,,113897,,,,,,,,,,,,20/10/2022 11:47,37.60.109.72,GB,United Kingdom,STH,Southampton,Southampton,50.9142,-1.388,traveler,Wifinity Ltd,Wifinity Ltd,European student,9250
113903,,,I think my diet is somewhat inbetween,White,Hours per week: 4,Middle class,Medium quality of life,,My alcohol consumption is moderate,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),"Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 3,No,Hours per week: 5,Student loan,I am unemployed,No,United Kingdom,1999,BSc (Hons) Football Studies,"Yes (due to other circumstances such as health, family issues, etc), Yes (due to university work)",Frequently,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"No, it has no impact on my studies, life or health",Hours per week: 6,Hours per day: 5,,"Level 4 (first year, undergraduate)",It's very important,It helps a little,I've never done any mindfulness activities,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,I don't really think about it,,Somewhat up to me,,,,,,113903,,,,,,,,,,,,20/10/2022 11:56,109.175.143.70,GB,United Kingdom,STH,Southampton,Southampton,50.911,-1.392,residential,Cablecom Networking Limited,Cablecom Networking Limited,Home student,9250
113915,,,I think my diet is somewhat inbetween,White,Hours per week: 2,Middle class,Medium quality of life,,My alcohol consumption is moderate,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),"Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 2,No,Hours per week: 2,Student loan,I am unemployed,No,United Kingdom,2004,BSc (Hons) Football Studies,Yes (due to university work),Occasionally,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"Yes, on my life, health and studies",Hours per week: 6,Hours per day: 6,,"Level 4 (first year, undergraduate)",It's very important,It helps a little,Occasionally I've enjoyed them,"I'd be interested, but it would depend on what it was",I don't enjoy them,I don't think it's useful at all,I don't know yet,Somewhat up to me,Guest speakers coming in and talking about their mental health journeys,,,,,113915,,,,,,,,,,,,20/10/2022 12:06,109.175.143.69,GB,United Kingdom,STH,Southampton,Southampton,50.8976,-1.4004,residential,Cablecom Networking,Cablecom Networking,Home student,9250
113916,,,I think my diet is somewhat inbetween,White,Hours per week: 12,Middle class,Medium quality of life,,My alcohol consumption is below moderate,Somewhat in between,No,Yes,Days per week: 7,No,Hours per week: 24,Student loan,"Yes, I am part-time employed",No,Czech Republic,2001,BSc (Hons) Football Studies,No,Occasionally,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),It is easier to for my time management.,"Yes, on my life, health and studies",Hours per week: 6,Hours per day: 3,,"Level 6 (third year, undergraduate)",It's very important,Very much so,Occasionally I've enjoyed them,I don't have any feelings on it,I really enjoy them,Sometimes it can be,Very much,Entirely up to me,Guest speakers coming in and talking about their mental health journeys,,,,,113916,,,,,,,,,,,,20/10/2022 12:07,5.151.133.19,GB,United Kingdom,CRF,Cardiff,Cardiff,51.48,-3.18,residential,Cablecom Networking,Cablecom Networking,International student,14350
113918,,,I think my diet is somewhat inbetween,Asian/Asian British,Hours per week: 7,Middle class,Medium quality of life,,I don't drink alcohol,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),Yes (due to employment-related issues),Yes,Days per week: 7,No,Hours per week: 1,Student loan,I am unemployed,No,India,1995,MA Sport Management,Yes (due to university work),Never,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"Yes, on my studies",Hours per week: 8,Hours per day: 1,,Level 7 (postgraduate),It's very important,Very much so,I enjoy them a lot,I'd be very interested in most activities to do with mental health,I really enjoy them,"Yes, absolutely",Very much,Entirely up to me,"Mindful gardening, Mental health first aid training, Social sports sessions aimed at mental health (mindful running/climbing, etc), Journal making/writing, Arts and crafts sessions, Visits to local community activities (mindful pottery making and painting/talks on mental health, etc), Mental health resource making sessions (making crisis cards, etc), General volunteering (local refugee services, litter picking, etc), Film nights (relevant films), Book club (relevant books), Supportive group study sessions",,,,,113918,,,,,,,,,,,,20/10/2022 12:08,109.175.143.71,GB,United Kingdom,STH,Southampton,Southampton,50.9142,-1.388,residential,Cablecom Networking,Cablecom Networking,International student,14350
113923,,,I think my diet is somewhat inbetween,White,Hours per week: I don't have exams,Middle class,Medium quality of life,,My alcohol consumption is moderate,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),Yes (due to university work),Yes,Days per week: 2,No,Hours per week: 7,Student loan,I am unemployed,No,United Kingdom,2004,BSc (Hons) Football Studies,I don't have exams,Never,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"Yes, on my studies",Hours per week: 6,Hours per day: 2,,"Level 4 (first year, undergraduate)",It's somewhat important,Very much so,I've never done any mindfulness activities,Not at all,I really enjoy them,I don't really think about it,I don't know yet,Entirely up to me,,,,,,113923,,,,,,,,,,,,20/10/2022 12:12,109.175.143.68,GB,United Kingdom,STH,Southampton,Southampton,50.911,-1.392,residential,Cablecom Networking Limited,Cablecom Networking Limited,Home student,9250
113925,,,I think my diet is somewhat inbetween,White,Hours per week: 4,Middle class,Medium quality of life,,My alcohol consumption is moderate,Somewhat in between,No,Yes,Days per week: 3,Yes,Hours per week: 1,Parent (family) support,I am unemployed,No,United Kingdom,2002,BSc (Hons) Football Studies,No,Rarely,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),To get it all completed soon,"Yes, on my life, health and studies",Hours per week: 20,Hours per day: 10,,"Level 4 (first year, undergraduate)",It's very important,Very much so,I enjoy them a lot,"I'd be interested, but it would depend on what it was",I really enjoy them,"Yes, absolutely",A little,Entirely up to me,,,,,,113925,,,,,,,,,,,,20/10/2022 12:13,78.86.166.114,GB,United Kingdom,,,,51.4964,-0.1224,cellular,Sky Broadband,Sky Broadband,Home student,9250
113930,,,I think my diet is somewhat inbetween,White,Hours per week: 2,Middle class,High quality of life,,I don't drink alcohol,Somewhat in between,No,Yes,Days per week: 2,No,Hours per week: 2,Self-paid,I am unemployed,No,United Kingdom,2004,BSc (Hons) Football Studies,Yes (due to university work),Never,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)","Would prefer to be busier throughout the week and have less days off, as coming from secondary school learning everyday I’ve become complacent on days off","Yes, on my life, health and studies",Hours per week: 5,Hours per day: 2,,Foundation year,I don't really think about it,Very much so,I've never done any mindfulness activities,"I'd be interested, but it would depend on what it was",I really enjoy them,I don't really think about it,I don't know yet,I don't really think about it,"Social sports sessions aimed at mental health (mindful running/climbing, etc)",,,,,113930,,,,,,,,,,,,20/10/2022 12:14,109.175.143.74,GB,United Kingdom,STH,Southampton,Southampton,50.911,-1.392,residential,Cablecom Networking Limited,Cablecom Networking Limited,Home student,9250
113936,,,I think my diet is somewhat inbetween,White,Hours per week: 10,Middle class,Medium quality of life,,My alcohol consumption is below moderate,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),"Yes (due to other circumstances, such as health, family issues, etc)",Yes,Days per week: 3,No,Hours per week: 10,Student loan,I am unemployed,No,United Kingdom,2002,BSc (Hons) Football Studies,I don't have exams,Never,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),More days off,"Yes, on my studies",Hours per week: 20,Hours per day: 18,,"Level 4 (first year, undergraduate)",It's somewhat important,Very much so,Occasionally I've enjoyed them,"I'd be interested, but it would depend on what it was",I really enjoy them,"Yes, absolutely",A little,I don't really think about it,Film nights (relevant films),,,,,113936,,,,,,,,,,,,20/10/2022 12:30,109.175.143.68,GB,United Kingdom,STH,Southampton,Southampton,50.911,-1.392,residential,Cablecom Networking Limited,Cablecom Networking Limited,Home student,9250
113944,,,I think my diet is somewhat inbetween,White,Hours per week: 3,Middle class,Medium quality of life,,My alcohol consumption is above moderate,Somewhat in between,"Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 1,No,Hours per week: 1,Student loan,I am unemployed,Yes,United Kingdom,2004,BSc (Hons) Football Studies,No,Rarely,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",spread of work makes it easier to understand,"Yes, on my life, health and studies",Hours per week: 6,Hours per day: 4,,"Level 4 (first year, undergraduate)",It's very important,Very much so,I don't know what mindfulness is,Not at all,I really enjoy them,I don't know how to answer this question,I don't know yet,Entirely up to me,,,,,,113944,,,,,,,,,,,,20/10/2022 12:46,109.175.143.76,GB,United Kingdom,STH,Southampton,Southampton,50.9142,-1.388,residential,Cablecom Networking,Cablecom Networking,Home student,9250
